air_temp,process_temp,rotational_speed,torque,tool_wear,machine_failure,Type_L,Type_M,air_temp_mean_6,process_temp_mean_6,rpm_std_6,torque_std_6,air_temp_lag1,air_temp_lag2,temp_diff,wear_torque,machine_id
299.7,309.1,1508,41.2,152,0,0,1,299.7,309.1666666666667,93.8992367736131,8.573136337809336,299.7,299.7,9.400000000000034,6262.400000000001,MACHINE_2733
299.8,309.1,1496,44.4,155,0,0,1,299.71666666666664,309.15000000000003,70.47741955170703,4.792911432521933,299.7,299.7,9.300000000000011,6882.0,MACHINE_2734
299.8,309.2,1572,35.4,158,0,1,0,299.7333333333333,309.15000000000003,64.63023028481038,5.151569340178369,299.8,299.7,9.399999999999975,5593.2,MACHINE_2735
299.6,309.0,1525,42.8,160,0,1,0,299.7166666666667,309.1166666666667,60.14787333453721,4.163972462284834,299.8,299.8,9.399999999999975,6848.0,MACHINE_2736
299.6,309.0,1378,51.9,162,0,1,0,299.7,309.0833333333333,72.17317137737169,5.999472199007745,299.6,299.8,9.399999999999975,8407.8,MACHINE_2737
299.6,309.1,1369,51.4,164,0,1,0,299.68333333333334,309.0833333333333,82.56310717667459,6.308222147853369,299.6,299.6,9.5,8429.6,MACHINE_2738
299.6,309.1,1476,45.3,166,0,1,0,299.6666666666667,309.0833333333333,80.99794236069822,6.095572163464343,299.6,299.6,9.5,7519.799999999999,MACHINE_2739
299.7,309.2,1620,30.0,168,0,1,0,299.65000000000003,309.1,102.20567498921268,8.736360798410312,299.6,299.6,9.5,5040.0,MACHINE_2740
299.7,309.1,1603,38.5,170,0,0,1,299.6333333333334,309.0833333333333,107.80986349433572,8.29154187510787,299.7,299.6,9.400000000000034,6545.0,MACHINE_2741
299.7,309.2,1411,46.1,173,0,1,0,299.65000000000003,309.1166666666667,111.48348158658789,8.359585316668975,299.7,299.7,9.5,7975.3,MACHINE_2742
299.7,309.2,1616,31.6,175,0,1,0,299.6666666666667,309.15000000000003,111.9096361653792,8.563507848228216,299.7,299.7,9.5,5530.0,MACHINE_2743
299.7,309.2,1631,35.1,177,0,1,0,299.68333333333334,309.1666666666667,92.60831496146226,6.814592186379551,299.7,299.7,9.5,6212.7,MACHINE_2744
299.7,309.2,1685,28.9,179,1,0,1,299.7,309.18333333333334,94.21181808387144,6.4688999580040045,299.7,299.7,9.5,5173.099999999999,MACHINE_2745
299.7,309.2,1456,40.6,182,0,0,0,299.7,309.18333333333334,108.04998843128809,6.263545321940141,299.7,299.7,9.5,7389.2,MACHINE_2746
299.7,309.1,1417,50.1,187,0,1,0,299.7,309.18333333333334,121.50061728238715,8.339464411259613,299.7,299.7,9.400000000000034,9368.7,MACHINE_2747
299.7,309.1,1851,24.7,189,0,0,1,299.7,309.1666666666667,158.20577317743067,9.100256406643952,299.7,299.7,9.400000000000034,4668.3,MACHINE_2748
299.7,309.1,1715,27.8,192,0,1,0,299.7,309.15000000000003,164.09316459459498,9.52064423590463,299.7,299.7,9.400000000000034,5337.6,MACHINE_2749
299.6,309.1,1630,32.3,194,0,0,0,299.68333333333334,309.1333333333334,164.0873750983568,9.555870795833515,299.7,299.7,9.5,6266.2,MACHINE_2750
299.7,309.2,1478,38.8,199,0,1,0,299.68333333333334,309.1333333333334,170.74356991309645,9.337540718340376,299.6,299.7,9.5,7721.2,MACHINE_2751
299.7,309.2,1781,29.6,201,0,1,0,299.68333333333334,309.1333333333334,170.83871536238223,9.26658872868888,299.7,299.6,9.5,5949.6,MACHINE_2752
299.8,309.2,1439,36.1,203,0,1,0,299.7,309.15000000000003,165.09754692303105,5.265263526168105,299.7,299.7,9.399999999999975,7328.3,MACHINE_2753
299.7,309.2,1412,45.3,205,0,0,1,299.7,309.1666666666667,154.61619147640485,6.481177876486973,299.8,299.7,9.5,9286.5,MACHINE_2754
299.7,309.1,1483,41.1,208,0,1,0,299.7,309.1666666666667,141.28753188681534,5.768188623822769,299.7,299.8,9.400000000000034,8548.800000000001,MACHINE_2755
299.8,309.2,1400,42.6,210,0,1,0,299.7333333333333,309.18333333333334,142.2609105364768,5.546680689084757,299.7,299.7,9.399999999999975,8946.0,MACHINE_2756
299.8,309.3,1299,65.1,212,1,1,0,299.75,309.2,164.5296325893925,12.034118164618494,299.8,299.7,9.5,13801.2,MACHINE_2757
299.8,309.2,1479,44.4,214,0,1,0,299.7666666666667,309.2,67.68357752562014,10.011127142668224,299.8,299.8,9.399999999999975,9501.6,MACHINE_2758
299.8,309.2,1491,47.5,216,0,1,0,299.76666666666665,309.2,73.85571519298097,8.820581991380681,299.8,299.8,9.399999999999975,10260.0,MACHINE_2759
299.9,309.3,1389,52.8,0,0,0,1,299.8,309.21666666666664,75.39164409932984,8.9486125554004,299.8,299.8,9.400000000000034,0.0,MACHINE_2760
299.9,309.4,1399,54.8,3,0,0,1,299.8333333333333,309.26666666666665,69.71872058493241,8.277922444671969,299.9,299.8,9.5,164.39999999999998,MACHINE_2761
299.9,309.4,1889,26.0,6,0,0,1,299.85,309.3,207.01690752206852,13.097887870441916,299.9,299.9,9.5,156.0,MACHINE_2762
300.0,309.5,1925,21.9,9,0,1,0,299.8833333333333,309.3333333333333,245.13642460203337,13.949719232538936,299.9,299.9,9.5,197.1,MACHINE_2763
300.0,309.5,1675,30.2,11,0,1,0,299.9166666666667,309.3833333333333,239.5287039166748,14.498781558002236,300.0,299.9,9.5,332.2,MACHINE_2764
300.0,309.6,1477,38.1,13,0,0,1,299.95,309.45,241.19259247885017,13.873716156819649,300.0,300.0,9.600000000000025,495.3,MACHINE_2765
300.0,309.6,1364,45.9,16,0,1,0,299.96666666666664,309.5,246.26144643447944,12.55527777470487,300.0,300.0,9.600000000000025,734.4,MACHINE_2766
299.9,309.5,1451,39.4,18,0,1,0,299.96666666666664,309.51666666666665,237.62863183267444,9.070703758069918,300.0,300.0,9.600000000000025,709.1999999999999,MACHINE_2767
299.9,309.4,1467,41.2,20,0,1,0,299.96666666666664,309.5166666666667,206.05088368329805,8.641624075754782,299.9,300.0,9.5,824.0,MACHINE_2768
299.9,309.4,1858,22.5,22,0,1,0,299.95,309.5,182.8077314192917,8.445452425220612,299.9,299.9,9.5,495.0,MACHINE_2769
300.1,309.4,1559,39.7,24,0,1,0,299.96666666666664,309.4833333333333,172.62522025088828,7.96893970362423,299.9,299.9,9.299999999999956,952.8,MACHINE_2770
300.1,309.4,1560,47.7,26,0,1,0,299.9833333333333,309.45,170.9098202756876,8.945166292473226,300.1,299.9,9.299999999999956,1240.2,MACHINE_2771
300.1,309.4,1453,47.6,28,0,1,0,300.0,309.4166666666667,155.40913744050354,9.215078223578246,300.1,300.1,9.299999999999956,1332.8,MACHINE_2772
300.1,309.4,1464,41.7,30,0,1,0,300.03333333333336,309.4,153.70024940340213,9.248711621986391,300.1,300.1,9.299999999999956,1251.0,MACHINE_2773
300.0,309.4,1308,50.2,32,0,1,0,300.05,309.4,183.746201774806,10.154736169229936,300.1,300.1,9.399999999999975,1606.4,MACHINE_2774
300.1,309.5,1353,50.9,34,0,1,0,300.08333333333337,309.4166666666667,103.68944015665323,4.576898513185731,300.0,300.1,9.399999999999975,1730.6,MACHINE_2775
300.2,309.6,1556,35.8,36,0,0,1,300.1,309.45,103.06114689833493,5.811970405981223,300.1,300.0,9.400000000000034,1288.8,MACHINE_2776
300.2,309.5,2183,17.8,39,0,1,0,300.1166666666667,309.46666666666664,320.89089526919884,12.580249070136343,300.2,300.1,9.300000000000011,694.2,MACHINE_2777
300.2,309.6,1491,41.8,41,0,0,1,300.1333333333333,309.5,318.89522835355814,12.156644273811724,300.2,300.2,9.400000000000034,1713.8,MACHINE_2778
300.2,309.6,1528,35.1,44,0,0,1,300.15000000000003,309.53333333333336,316.1337796988296,12.23781026164399,300.2,300.2,9.400000000000034,1544.4,MACHINE_2779
300.2,309.6,1430,52.7,47,0,1,0,300.18333333333334,309.56666666666666,299.4056891020415,12.74384818909366,300.2,300.2,9.400000000000034,2476.9,MACHINE_2780
300.2,309.5,1495,32.6,49,0,1,0,300.2,309.56666666666666,282.01660707601707,11.455770016313382,300.2,300.2,9.300000000000011,1597.4,MACHINE_2781
300.2,309.5,1630,28.3,51,0,0,1,300.2,309.55,280.59609168102946,11.878958989181848,300.2,300.2,9.300000000000011,1443.3,MACHINE_2782
300.3,309.6,1524,38.4,54,0,0,1,300.21666666666664,309.56666666666666,65.82603335054942,8.511345369564015,300.2,300.2,9.300000000000011,2073.6,MACHINE_2783
300.3,309.6,1326,52.4,57,0,1,0,300.2333333333333,309.56666666666666,102.67700164431852,10.32693888171447,300.3,300.2,9.300000000000011,2986.8,MACHINE_2784
300.3,309.5,1438,44.0,59,0,0,0,300.25,309.55,102.38440636477434,10.134100848126586,300.3,300.3,9.199999999999989,2596.0,MACHINE_2785
300.4,309.6,1356,45.9,64,0,1,0,300.28333333333336,309.55,112.66188352766191,8.925842630624082,300.3,300.3,9.200000000000044,2937.6,MACHINE_2786
300.4,309.6,1416,43.3,66,0,0,0,300.31666666666666,309.56666666666666,112.58004559719724,8.120283246291365,300.4,300.3,9.200000000000044,2857.8,MACHINE_2787
300.4,309.7,1584,32.6,71,0,1,0,300.35,309.6,98.40867170461624,6.735775134805732,300.4,300.4,9.300000000000011,2314.6,MACHINE_2788
300.3,309.6,1597,31.8,73,0,1,0,300.35,309.6,114.04282821233018,8.009910528006337,300.4,300.4,9.300000000000011,2321.4,MACHINE_2789
300.4,309.6,1553,43.9,75,0,1,0,300.3666666666666,309.6,100.3865860893148,6.301349061907263,300.3,300.4,9.200000000000044,3292.5,MACHINE_2790
300.3,309.5,1405,49.4,77,0,0,1,300.3666666666666,309.6,104.66215489214504,7.257203318083342,300.4,300.3,9.199999999999989,3803.8,MACHINE_2791
300.2,309.5,1539,35.3,80,0,1,0,300.3333333333333,309.5833333333333,84.1466973010091,7.159166618166245,300.3,300.4,9.300000000000011,2824.0,MACHINE_2792
300.3,309.6,1398,53.7,82,0,0,1,300.31666666666666,309.5833333333333,88.61301635012556,9.250603583910976,300.2,300.3,9.300000000000011,4403.400000000001,MACHINE_2793
300.3,309.6,1568,39.6,85,0,1,0,300.3,309.56666666666666,86.24615933478388,8.360243218152625,300.3,300.2,9.300000000000011,3366.0,MACHINE_2794
300.3,309.6,1404,44.6,87,0,1,0,300.3,309.56666666666666,83.24762258867987,6.597398477177782,300.3,300.3,9.300000000000011,3880.2,MACHINE_2795
300.2,309.5,1500,45.7,89,0,0,1,300.26666666666665,309.55,76.18923808518191,6.610118506249931,300.3,300.3,9.300000000000011,4067.3,MACHINE_2796
300.2,309.5,1642,28.8,92,0,0,1,300.25,309.55,95.38920274329227,8.708023120471523,300.2,300.3,9.300000000000011,2649.6,MACHINE_2797
300.3,309.6,1509,46.6,95,0,0,1,300.26666666666665,309.56666666666666,94.2501989387867,8.370583412562548,300.2,300.2,9.300000000000011,4427.0,MACHINE_2798
300.2,309.5,1343,50.2,98,0,1,0,300.25,309.55,108.20474419667306,7.573748521483075,300.3,300.2,9.300000000000011,4919.6,MACHINE_2799
300.1,309.5,1450,40.1,100,0,1,0,300.21666666666664,309.53333333333336,102.72227931012468,7.537019746999944,300.2,300.3,9.399999999999975,4010.0,MACHINE_2800
300.0,309.4,1460,43.5,102,0,1,0,300.1666666666667,309.5,97.424842827693,7.493841916311488,300.1,300.2,9.399999999999975,4437.0,MACHINE_2801
300.0,309.3,1364,41.2,104,0,1,0,300.1333333333334,309.46666666666664,108.1844104604131,7.330939003065484,300.0,300.1,9.300000000000011,4284.8,MACHINE_2802
299.9,309.3,1452,41.9,106,0,0,1,300.0833333333333,309.43333333333334,63.16539136795436,3.817547205558506,300.0,300.0,9.400000000000034,4441.4,MACHINE_2803
299.9,309.3,1471,41.8,109,0,1,0,300.01666666666665,309.3833333333334,54.99696961348671,3.641657131947937,299.9,300.0,9.400000000000034,4556.2,MACHINE_2804
299.9,309.2,1598,34.6,111,0,1,0,299.96666666666664,309.3333333333333,75.28722777913383,3.101881149668104,299.9,299.9,9.300000000000011,3840.6,MACHINE_2805
299.8,309.1,1772,24.8,113,0,1,0,299.9166666666667,309.2666666666667,144.60117565220912,7.154485772343486,299.9,299.9,9.300000000000011,2802.4,MACHINE_2806
299.9,309.2,1761,25.6,115,0,1,0,299.9,309.2333333333333,169.84070968607082,8.0603763353,299.8,299.9,9.300000000000011,2944.0,MACHINE_2807
300.0,309.3,1413,40.7,117,0,0,1,299.9,309.2333333333333,158.7922122355762,7.985486835503366,299.9,299.8,9.300000000000011,4761.900000000001,MACHINE_2808
300.0,309.3,1887,22.6,120,0,1,0,299.9166666666667,309.2333333333333,186.7015443606961,8.47405845310634,300.0,299.9,9.300000000000011,2712.0,MACHINE_2809
300.0,309.3,1395,56.5,122,0,1,0,299.93333333333334,309.2333333333333,203.15478499574857,12.934862452560674,300.0,300.0,9.300000000000011,6893.0,MACHINE_2810
300.1,309.4,1569,31.6,124,0,0,1,299.9666666666667,309.2666666666667,204.6268962445279,12.971147469158762,300.0,300.0,9.299999999999956,3918.4,MACHINE_2811
300.1,309.4,1434,47.3,127,0,1,0,300.01666666666665,309.31666666666666,205.1767530691564,13.157722700629662,300.1,300.0,9.299999999999956,6007.099999999999,MACHINE_2812
300.2,309.5,1417,41.1,129,0,1,0,300.06666666666666,309.3666666666666,190.8742168724411,11.836835162604324,300.1,300.1,9.300000000000011,5301.900000000001,MACHINE_2813
300.2,309.5,1729,28.4,131,0,1,0,300.1,309.40000000000003,199.13856147584323,12.716826123945603,300.2,300.1,9.300000000000011,3720.4,MACHINE_2814
300.2,309.5,1356,51.1,133,0,1,0,300.1333333333333,309.43333333333334,140.3861341681126,11.067188742705488,300.2,300.2,9.300000000000011,6796.3,MACHINE_2815
300.2,309.5,1436,48.8,135,0,1,0,300.1666666666667,309.46666666666664,136.16081178763358,9.474052283298136,300.2,300.2,9.300000000000011,6588.0,MACHINE_2816
300.3,309.6,1419,42.5,137,0,0,1,300.2,309.5,132.51326977577423,8.179486536452066,300.2,300.2,9.300000000000011,5822.5,MACHINE_2817
300.3,309.6,1593,38.1,140,0,1,0,300.2333333333333,309.5333333333333,140.68072599566506,8.119277471959355,300.3,300.2,9.300000000000011,5334.0,MACHINE_2818
300.3,309.5,1320,62.2,142,0,0,1,300.25,309.5333333333333,155.74434179128485,11.633643739889408,300.3,300.3,9.199999999999989,8832.4,MACHINE_2819
300.3,309.5,1448,42.4,145,0,0,1,300.2666666666667,309.5333333333333,94.46198529920242,8.603584524293863,300.3,300.3,9.199999999999989,6148.0,MACHINE_2820
300.3,309.4,1470,33.5,148,0,1,0,300.28333333333336,309.51666666666665,88.17860662693043,10.021061154721478,300.3,300.3,9.099999999999966,4958.0,MACHINE_2821
300.3,309.4,1612,33.1,150,0,0,1,300.3,309.5,110.07633714836534,10.724862081475305,300.3,300.3,9.099999999999966,4965.0,MACHINE_2822
300.4,309.4,1412,51.6,153,0,1,0,300.31666666666666,309.46666666666664,110.84839496658148,11.435281661011564,300.3,300.3,9.0,7894.8,MACHINE_2823
300.4,309.4,1875,23.9,155,0,0,1,300.3333333333333,309.43333333333334,196.8699232149689,13.962437705023664,300.4,300.3,9.0,3704.5,MACHINE_2824
300.3,309.3,1612,36.0,158,0,1,0,300.3333333333333,309.4,171.10669186212922,9.402286955842085,300.4,300.4,9.0,5688.0,MACHINE_2825
300.4,309.3,1411,41.6,160,0,0,1,300.35,309.3666666666667,177.0126172527491,9.311372974307538,300.3,300.4,8.900000000000034,6656.0,MACHINE_2826
300.3,309.2,1490,47.9,163,0,0,1,300.35,309.3333333333333,175.03561542345685,10.164136297131485,300.4,300.3,8.899999999999977,7807.7,MACHINE_2827
300.4,309.3,1467,40.3,166,0,0,1,300.3666666666666,309.31666666666666,177.84347050145345,9.742159240469546,300.3,300.4,8.900000000000034,6689.799999999999,MACHINE_2828
300.3,309.2,1807,26.4,169,0,1,0,300.35,309.28333333333336,191.56582854640004,9.273924016653607,300.4,300.3,8.899999999999977,4461.599999999999,MACHINE_2829
300.3,309.1,1368,46.0,171,0,1,0,300.3333333333333,309.2333333333333,160.82464570664473,7.765049903252348,300.3,300.4,8.800000000000011,7866.0,MACHINE_2830
300.3,309.2,1572,32.0,173,0,1,0,300.3333333333333,309.21666666666664,157.3294844162013,8.299558221174529,300.3,300.3,8.899999999999977,5536.0,MACHINE_2831
300.3,309.1,1458,44.3,175,0,0,1,300.31666666666666,309.18333333333334,151.94472679234758,8.536373156479621,300.3,300.3,8.800000000000011,7752.499999999999,MACHINE_2832
300.3,309.1,1699,30.3,178,0,1,0,300.31666666666666,309.1666666666667,165.14892269302945,8.07731390995782,300.3,300.3,8.800000000000011,5393.400000000001,MACHINE_2833
300.3,309.3,1478,39.5,180,0,1,0,300.3,309.1666666666667,163.94226626062067,8.009348704274569,300.3,300.3,9.0,7110.0,MACHINE_2834
300.4,309.4,1362,42.1,182,0,0,1,300.31666666666666,309.2,128.71635482719643,6.505894762956567,300.3,300.3,9.0,7662.2,MACHINE_2835
300.4,309.4,1487,38.9,185,0,0,0,300.3333333333333,309.25,114.65019261504808,5.562643256582123,300.4,300.3,9.0,7196.5,MACHINE_2836
300.3,309.4,1705,29.4,190,0,1,0,300.3333333333333,309.28333333333336,139.37969723026814,6.176865440226544,300.4,300.4,9.099999999999966,5586.0,MACHINE_2837
300.3,309.3,1345,53.5,192,0,1,0,300.3333333333333,309.31666666666666,157.72465459359125,8.80857536722023,300.3,300.4,9.0,10272.0,MACHINE_2838
300.3,309.2,1532,40.2,194,0,1,0,300.3333333333333,309.3333333333333,130.68345980523836,7.724765368605035,300.3,300.3,8.899999999999977,7798.8,MACHINE_2839
300.3,309.2,1650,35.2,196,0,1,0,300.3333333333333,309.31666666666666,146.7606895595718,8.040252898178395,300.3,300.3,8.899999999999977,6899.200000000001,MACHINE_2840
300.3,309.2,1398,54.4,198,0,1,0,300.31666666666666,309.2833333333333,139.90389558550925,10.038260141412296,300.3,300.3,8.899999999999977,10771.2,MACHINE_2841
300.3,309.2,1412,44.8,200,0,1,0,300.3,309.25,146.57967116896165,9.970439642596869,300.3,300.3,8.899999999999977,8960.0,MACHINE_2842
300.4,309.3,1525,39.6,202,0,1,0,300.31666666666666,309.2333333333333,112.38149313833031,7.848672923919545,300.3,300.3,8.900000000000034,7999.200000000001,MACHINE_2843
300.3,309.3,1391,57.9,204,0,0,1,300.31666666666666,309.2333333333333,102.73006700410224,8.970117056092487,300.4,300.3,9.0,11811.6,MACHINE_2844
300.4,309.3,1766,28.2,207,0,1,0,300.3333333333333,309.25,155.27352210427827,11.365869962303838,300.3,300.4,8.900000000000034,5837.4,MACHINE_2845
300.4,309.3,1671,35.0,209,0,1,0,300.35,309.2666666666667,158.88538846183383,11.394808759547802,300.4,300.3,8.900000000000034,7315.0,MACHINE_2846
300.5,309.3,1373,48.8,211,0,1,0,300.3833333333333,309.28333333333336,163.21887145793258,10.499603167104317,300.4,300.4,8.800000000000011,10296.8,MACHINE_2847
300.5,309.4,1347,50.1,213,0,0,1,300.4166666666667,309.31666666666666,173.86939542848722,10.956580975225222,300.5,300.4,8.899999999999977,10671.3,MACHINE_2848
300.5,309.3,1539,39.1,216,0,0,1,300.43333333333334,309.31666666666666,174.16974478938934,10.99189095045376,300.5,300.5,8.800000000000011,8445.6,MACHINE_2849
300.5,309.3,1470,40.8,219,0,1,0,300.46666666666664,309.31666666666666,165.74880592833193,8.300281119737226,300.5,300.5,8.800000000000011,8935.199999999999,MACHINE_2850
300.5,309.3,1528,37.0,221,0,1,0,300.4833333333333,309.31666666666666,119.26441212700747,6.252359554600177,300.5,300.5,8.800000000000011,8177.0,MACHINE_2851
300.5,309.3,1471,45.2,223,0,0,0,300.5,309.31666666666666,79.0611577619943,5.356117997206628,300.5,300.5,8.800000000000011,10079.6,MACHINE_2852
300.4,309.2,1528,37.2,228,0,0,1,300.4833333333333,309.3,72.05206450894104,5.150016181204358,300.5,300.5,8.800000000000011,8481.6,MACHINE_2853
300.5,309.3,1417,51.5,231,1,1,0,300.4833333333333,309.28333333333336,47.64626603069128,5.623877665810319,300.4,300.5,8.800000000000011,11896.5,MACHINE_2854
300.6,309.4,1549,43.4,233,0,1,0,300.5,309.3,49.7409958350999,5.483216817404455,300.5,300.4,8.799999999999955,10112.2,MACHINE_2855
300.6,309.4,1463,49.2,235,0,0,0,300.51666666666665,309.31666666666666,50.488282468979,6.004803632648408,300.6,300.5,8.799999999999955,11562.0,MACHINE_2856
300.7,309.5,1479,43.6,240,0,1,0,300.55,309.35,47.5047366059496,5.005763345052171,300.6,300.6,8.800000000000011,10464.0,MACHINE_2857
300.6,309.5,1867,23.0,242,0,1,0,300.56666666666666,309.3833333333333,162.0317870049005,10.274710052681128,300.7,300.6,8.899999999999977,5566.0,MACHINE_2858
300.6,309.4,1471,44.1,244,0,1,0,300.6,309.41666666666663,165.25374428436206,10.10656552280086,300.6,300.7,8.799999999999955,10760.4,MACHINE_2859
300.6,309.4,1380,47.6,246,1,0,0,300.6166666666668,309.43333333333334,171.38309912785428,9.517650270243532,300.6,300.6,8.799999999999955,11709.6,MACHINE_2860
300.7,309.7,1623,32.7,0,0,0,0,300.6333333333333,309.4833333333333,175.2260444873081,10.14350366819405,300.6,300.6,9.0,0.0,MACHINE_2861
300.8,309.7,1997,20.7,5,0,1,0,300.6666666666667,309.5333333333333,245.46316763756863,11.565710815452048,300.7,300.6,8.899999999999977,103.5,MACHINE_2862
300.7,309.6,1390,48.5,7,0,0,0,300.6666666666667,309.55,259.16687031074963,12.41241314168998,300.8,300.7,8.900000000000034,339.5,MACHINE_2863
300.8,309.7,1418,46.6,12,0,1,0,300.70000000000005,309.5833333333333,238.00399156316968,11.100930891896688,300.7,300.8,8.899999999999977,559.2,MACHINE_2864
300.8,309.7,1519,35.8,14,0,1,0,300.7333333333333,309.6333333333333,235.7547454453493,11.009586731571671,300.8,300.7,8.899999999999977,501.19999999999993,MACHINE_2865
300.8,309.7,1519,39.7,16,0,0,1,300.7666666666667,309.68333333333334,221.581286815174,10.165169288637806,300.8,300.8,8.899999999999977,635.2,MACHINE_2866
300.7,309.6,1536,37.2,19,0,0,1,300.7666666666667,309.6666666666667,220.86685280201783,9.917946696099223,300.8,300.8,8.900000000000034,706.8000000000001,MACHINE_2867
300.8,309.6,1680,28.7,22,0,1,0,300.7666666666667,309.65000000000003,102.56835119405768,7.307918080183027,300.7,300.8,8.800000000000011,631.4,MACHINE_2868
300.6,309.4,1555,37.9,24,0,0,0,300.75,309.6166666666666,84.3550038033779,5.798189372554048,300.8,300.7,8.799999999999955,909.6,MACHINE_2869
300.6,309.5,1471,49.6,29,0,1,0,300.71666666666664,309.5833333333333,71.01736876756286,6.771927347513326,300.6,300.8,8.899999999999977,1438.4,MACHINE_2870
300.5,309.4,1877,23.8,31,0,0,1,300.6666666666667,309.53333333333336,149.80743194737968,9.00771891213298,300.6,300.6,8.899999999999977,737.8000000000001,MACHINE_2871
300.5,309.3,1578,30.5,34,0,0,1,300.6166666666667,309.46666666666664,144.78040843521933,9.065410452189369,300.5,300.6,8.800000000000011,1037.0,MACHINE_2872
300.5,309.4,1655,32.1,37,0,0,1,300.5833333333333,309.43333333333334,139.66245021480373,9.013693286697965,300.5,300.5,8.899999999999977,1187.7,MACHINE_2873
300.5,309.4,1502,34.3,40,0,0,0,300.53333333333336,309.4,147.1511694369732,8.667410224513295,300.5,300.5,8.899999999999977,1372.0,MACHINE_2874
300.6,309.4,1367,63.2,45,1,0,1,300.5333333333333,309.40000000000003,177.21286635005285,14.635220075785186,300.5,300.5,8.799999999999955,2844.0,MACHINE_2875
300.7,309.5,1541,37.2,48,0,1,0,300.55,309.40000000000003,171.19890965385417,13.66846736104668,300.6,300.5,8.800000000000011,1785.6,MACHINE_2876
300.6,309.6,1588,37.0,50,0,0,1,300.56666666666666,309.43333333333334,98.3193775407534,12.12282970267252,300.7,300.6,9.0,1850.0,MACHINE_2877
300.6,309.6,1684,32.8,53,0,1,0,300.5833333333333,309.4833333333333,114.95288890092368,11.831258033982095,300.6,300.7,9.0,1738.4,MACHINE_2878
300.6,309.5,1437,40.0,55,0,1,0,300.6,309.5,111.87746272895016,11.27860807014765,300.6,300.6,8.899999999999977,2200.0,MACHINE_2879
300.6,309.6,1409,42.4,57,0,1,0,300.6166666666667,309.53333333333336,120.91925680662877,10.827926856051445,300.6,300.6,9.0,2416.8,MACHINE_2880
300.5,309.5,1320,49.9,59,0,0,1,300.6,309.55,132.5575346783451,5.871427992121342,300.6,300.6,9.0,2944.1,MACHINE_2881
300.5,309.5,1635,34.2,62,0,0,0,300.56666666666666,309.55,143.93528638477616,6.260484539288145,300.5,300.6,9.0,2120.4,MACHINE_2882
300.5,309.5,1691,27.6,67,0,0,1,300.55,309.53333333333336,160.03083036298895,7.929796130208227,300.5,300.5,9.0,1849.2,MACHINE_2883
300.6,309.6,1365,50.0,70,0,0,1,300.55,309.53333333333336,151.1111070261451,8.813266515127426,300.5,300.5,9.0,3500.0,MACHINE_2884
300.7,309.7,1523,38.2,73,0,0,1,300.56666666666666,309.56666666666666,150.73121773541334,8.871621422641196,300.6,300.5,9.0,2788.6000000000004,MACHINE_2885
300.6,309.7,1593,32.4,76,0,1,0,300.56666666666666,309.5833333333333,149.54653679262393,9.343750139353348,300.7,300.6,9.099999999999966,2462.4,MACHINE_2886
300.6,309.6,1682,30.7,78,0,1,0,300.5833333333333,309.6,122.7839566067231,7.928282706025604,300.6,300.7,9.0,2394.6,MACHINE_2887
300.7,309.6,1329,54.3,80,0,1,0,300.6166666666667,309.6166666666667,155.34960572850218,10.936483286078104,300.6,300.6,8.900000000000034,4344.0,MACHINE_2888
300.7,309.6,1568,35.2,82,0,0,1,300.65000000000003,309.6333333333334,136.9613084049683,9.74590512300762,300.7,300.6,8.900000000000034,2886.4,MACHINE_2889
300.7,309.6,1733,24.8,85,0,1,0,300.6666666666667,309.6333333333333,141.36854907180808,10.068101443006263,300.7,300.7,8.900000000000034,2108.0,MACHINE_2890
300.7,309.6,1473,48.1,87,0,0,1,300.6666666666667,309.6166666666667,146.17934190576122,11.25511735463764,300.7,300.7,8.900000000000034,4184.7,MACHINE_2891
300.7,309.5,1633,31.3,90,0,0,1,300.68333333333334,309.58333333333337,148.71135352308573,11.364858116140237,300.7,300.7,8.800000000000011,2817.0,MACHINE_2892
300.6,309.5,1530,40.2,93,0,0,1,300.68333333333334,309.56666666666666,138.33244979637962,10.896864992586895,300.7,300.7,8.899999999999977,3738.6,MACHINE_2893
300.6,309.5,1550,40.2,96,0,0,1,300.6666666666667,309.55,90.7775669792285,8.092630392317758,300.6,300.7,8.899999999999977,3859.2,MACHINE_2894
300.6,309.4,1410,40.6,99,0,1,0,300.65000000000003,309.51666666666665,115.03637106006084,8.200894260180737,300.6,300.6,8.799999999999955,4019.4,MACHINE_2895
300.5,309.3,1574,33.5,101,0,1,0,300.6166666666667,309.4666666666667,78.20144926193949,5.963024959419996,300.6,300.6,8.800000000000011,3383.5,MACHINE_2896
300.6,309.4,1425,40.3,103,0,1,0,300.6,309.43333333333334,86.95899416775474,4.153753322799202,300.5,300.6,8.799999999999955,4150.9,MACHINE_2897
300.6,309.4,1541,35.2,105,0,0,1,300.58333333333337,309.4166666666667,69.4722966368664,3.135389396337496,300.6,300.5,8.799999999999955,3696.000000000001,MACHINE_2898
300.7,309.5,1733,26.7,108,0,0,1,300.6,309.4166666666667,117.15189570240771,5.488685331358036,300.6,300.6,8.800000000000011,2883.6,MACHINE_2899
300.6,309.4,2496,13.5,111,0,1,0,300.6,309.4,408.78197122672,10.245714551297214,300.7,300.6,8.799999999999955,1498.5,MACHINE_2900
300.6,309.4,1552,36.4,113,0,1,0,300.6,309.40000000000003,392.6705574227204,9.635905077711342,300.6,300.7,8.799999999999955,4113.2,MACHINE_2901
